N°;Fecha Hora Inicio;Fecha Hora Termino;tfs;Modos de falla;Modos de falla;;;
349;05-06-2023 21:40;05-06-2023 22:40;1:00;  Operaciones;;;;
350;05-06-2023 20:45;05-06-2023 21:30;0:45;  Operaciones;;;;
351;05-06-2023 20:00;05-06-2023 20:20;0:20;  Externa;;;;
352;05-06-2023 18:45;05-06-2023 19:10;0:25;  Operaciones;;;;
353;05-06-2023 17:40;05-06-2023 18:10;0:30;  Operaciones;;;;
354;05-06-2023 15:10;05-06-2023 15:35;0:25;  Operaciones;;;;
355;05-06-2023 13:40;05-06-2023 14:00;0:20;  Operaciones;;;;
356;05-06-2023 12:00;05-06-2023 13:00;1:00;  Operaciones;;;;
357;05-06-2023 11:20;05-06-2023 11:40;0:20;  Operaciones;;;;
358;05-06-2023 7:00;05-06-2023 7:25;0:25;  Operaciones;;;;
359;05-06-2023 5:25;05-06-2023 6:00;0:35;  Operaciones;;;;
360;05-06-2023 3:00;05-06-2023 4:00;1:00;  Operaciones;;;;
361;05-06-2023 2:10;05-06-2023 2:20;0:10;  Operaciones;;;;
362;05-06-2023 0:50;05-06-2023 1:40;0:50;  Operaciones;;;;
363;05-06-2023 0:30;05-06-2023 0:50;0:20;  Operaciones;;;;
364;05-06-2023 0:00;05-06-2023 0:30;0:30;    Electrocontrol;;;;
365;04-06-2023 22:05;04-06-2023 22:25;0:20;  Operaciones;;;;
366;04-06-2023 21:10;04-06-2023 21:40;0:30;  Operaciones;;;;
367;04-06-2023 19:15;04-06-2023 20:15;1:00;  Operaciones;;;;
368;04-06-2023 18:30;04-06-2023 18:50;0:20;  Operaciones;;;;
369;04-06-2023 17:30;04-06-2023 17:50;0:20;  Operaciones;;;;
370;04-06-2023 16:50;04-06-2023 17:20;0:30;  Operaciones;;;;
371;04-06-2023 15:00;04-06-2023 15:15;0:15;    Mecánica;;;;
372;04-06-2023 11:15;04-06-2023 11:15;0:00;  Operaciones;;;;
373;04-06-2023 10:30;04-06-2023 11:10;0:40;  Operaciones;;;;
374;04-06-2023 8:00;04-06-2023 10:30;2:30;    Mecánica;;;;
375;04-06-2023 7:15;04-06-2023 7:59;0:44;    Mecánica;;;;
376;04-06-2023 6:30;04-06-2023 6:45;0:15;  Operaciones;;;;
377;04-06-2023 3:30;04-06-2023 3:50;0:20;  Operaciones;;;;
378;03-06-2023 22:30;03-06-2023 23:30;1:00;  Operaciones;;;;
379;03-06-2023 18:20;03-06-2023 19:00;0:40;    Mecánica;;;;
380;03-06-2023 17:30;03-06-2023 17:50;0:20;  Operaciones;;;;
381;03-06-2023 12:10;03-06-2023 13:10;1:00;  Operaciones;;;;
382;03-06-2023 11:05;03-06-2023 11:25;0:20;    Mecánica;;;;
383;03-06-2023 9:00;03-06-2023 9:30;0:30;  Operaciones;;;;
384;03-06-2023 7:10;03-06-2023 7:40;0:30;  Operaciones;;;;
385;03-06-2023 5:40;03-06-2023 6:00;0:20;  Operaciones;;;;
386;03-06-2023 5:00;03-06-2023 5:30;0:30;  Operaciones;;;;
387;03-06-2023 3:10;03-06-2023 3:30;0:20;    Electrocontrol;;;;
388;03-06-2023 1:25;03-06-2023 2:25;1:00;  Operaciones;;;;
389;02-06-2023 23:00;02-06-2023 23:30;0:30;  Operaciones;;;;
390;02-06-2023 22:00;02-06-2023 22:20;0:20;  Operaciones;;;;
391;02-06-2023 20:00;02-06-2023 20:20;0:20;  Operaciones;;;;
392;02-06-2023 18:15;02-06-2023 18:45;0:30;  Operaciones;;;;
393;02-06-2023 17:00;02-06-2023 17:20;0:20;  Operaciones;;;;
394;02-06-2023 16:40;02-06-2023 17:00;0:20;  Operaciones;;;;
395;02-06-2023 14:30;02-06-2023 15:30;1:00;  Operaciones;;;;
396;02-06-2023 13:00;02-06-2023 13:10;0:10;  Operaciones;;;;
397;02-06-2023 11:50;02-06-2023 12:10;0:20;  Operaciones;;;;
398;02-06-2023 11:00;02-06-2023 11:20;0:20;  Operaciones;;;;
399;02-06-2023 4:30;02-06-2023 5:30;1:00;  Operaciones;;;;
400;02-06-2023 2:40;02-06-2023 3:00;0:20;  Operaciones;;;;
401;02-06-2023 2:00;02-06-2023 2:30;0:30;  Operaciones;;;;
402;02-06-2023 0:30;02-06-2023 1:30;1:00;  Operaciones;;;;
403;01-06-2023 22:10;01-06-2023 22:30;0:20;  Operaciones;;;;
404;01-06-2023 20:35;01-06-2023 20:45;0:10;  Operaciones;;;;
405;01-06-2023 18:05;01-06-2023 19:05;1:00;  Operaciones;;;;
406;01-06-2023 16:20;01-06-2023 16:40;0:20;  Operaciones;;;;
407;01-06-2023 16:00;01-06-2023 16:20;0:20;  Operaciones;;;;
408;01-06-2023 12:05;01-06-2023 12:50;0:45;  Externa;;;;
409;01-06-2023 11:00;01-06-2023 11:15;0:15;  Operaciones;;;;
410;01-06-2023 10:00;01-06-2023 10:15;0:15;  Operaciones;;;;
411;01-06-2023 9:20;01-06-2023 9:35;0:15;  Externa;;;;
412;01-06-2023 8:00;01-06-2023 8:40;0:40;    Electrocontrol;;;;
413;01-06-2023 6:00;01-06-2023 6:40;0:40;  Operaciones;;;;
414;01-06-2023 5:00;01-06-2023 6:00;1:00;  Operaciones;;;;
415;01-06-2023 3:30;01-06-2023 4:00;0:30;  Operaciones;;;;
416;01-06-2023 2:20;01-06-2023 3:00;0:40;  Operaciones;;;;
417;01-06-2023 0:00;01-06-2023 0:25;0:25;  Operaciones;;;;
418;31-05-2023 19:30;31-05-2023 20:30;1:00;  Operaciones;;;;
419;31-05-2023 19:15;31-05-2023 19:30;0:15;    Mecánica;;;;
420;31-05-2023 17:40;31-05-2023 18:00;0:20;  Operaciones;;;;
421;31-05-2023 16:00;31-05-2023 17:00;1:00;  Operaciones;;;;
422;31-05-2023 15:10;31-05-2023 15:30;0:20;  Operaciones;;;;
423;31-05-2023 14:00;31-05-2023 15:00;1:00;  Operaciones;;;;
424;31-05-2023 11:25;31-05-2023 13:10;1:45;    Mecánica;;;;
425;31-05-2023 10:25;31-05-2023 11:25;1:00;  Operaciones;;;;
426;31-05-2023 6:00;31-05-2023 6:40;0:40;  Operaciones;;;;
427;31-05-2023 4:15;31-05-2023 4:50;0:35;  Operaciones;;;;
428;31-05-2023 2:50;31-05-2023 3:20;0:30;  Operaciones;;;;
429;31-05-2023 0:00;31-05-2023 1:40;1:40;    Electrocontrol;;;;
430;30-05-2023 23:00;30-05-2023 23:50;0:50;  Operaciones;;;;
431;30-05-2023 22:05;30-05-2023 23:59;1:54;    Electrocontrol;;;;
432;30-05-2023 21:00;30-05-2023 21:40;0:40;  Operaciones;;;;
433;30-05-2023 17:00;30-05-2023 17:45;0:45;  Operaciones;;;;
434;30-05-2023 15:00;30-05-2023 15:20;0:20;  Operaciones;;;;
435;30-05-2023 14:00;30-05-2023 15:00;1:00;  Operaciones;;;;
436;30-05-2023 13:30;30-05-2023 13:40;0:10;  Operaciones;;;;
437;30-05-2023 10:10;30-05-2023 10:40;0:30;    Electrocontrol;;;;
438;30-05-2023 9:00;30-05-2023 10:00;1:00;  Operaciones;;;;
439;30-05-2023 6:30;30-05-2023 7:20;0:50;  Operaciones;;;;
440;30-05-2023 5:30;30-05-2023 6:00;0:30;  Operaciones;;;;
441;30-05-2023 3:00;30-05-2023 3:20;0:20;  Operaciones;;;;
442;30-05-2023 2:45;30-05-2023 3:00;0:15;  Operaciones;;;;
443;29-05-2023 21:40;29-05-2023 22:40;1:00;  Operaciones;;;;
444;29-05-2023 19:30;29-05-2023 20:15;0:45;  Operaciones;;;;
445;29-05-2023 18:05;29-05-2023 18:25;0:20;  Operaciones;;;;
446;29-05-2023 17:00;29-05-2023 17:40;0:40;  Operaciones;;;;
447;29-05-2023 14:00;29-05-2023 14:20;0:20;  Operaciones;;;;
448;29-05-2023 11:35;29-05-2023 12:35;1:00;  Operaciones;;;;
449;29-05-2023 10:00;29-05-2023 10:30;0:30;  Operaciones;;;;
450;29-05-2023 6:00;29-05-2023 6:30;0:30;  Operaciones;;;;
451;29-05-2023 3:20;29-05-2023 3:40;0:20;  Operaciones;;;;
452;29-05-2023 2:15;29-05-2023 3:15;1:00;  Operaciones;;;;
453;29-05-2023 0:00;29-05-2023 0:20;0:20;    Electrocontrol;;;;
454;28-05-2023 20:30;28-05-2023 21:00;0:30;  Operaciones;;;;
455;28-05-2023 19:00;28-05-2023 20:00;1:00;  Operaciones;;;;
456;28-05-2023 18:00;28-05-2023 18:20;0:20;  Operaciones;;;;
457;28-05-2023 13:45;28-05-2023 14:15;0:30;  Operaciones;;;;
458;28-05-2023 12:00;28-05-2023 12:30;0:30;  Operaciones;;;;
459;28-05-2023 11:30;28-05-2023 12:30;1:00;  Operaciones;;;;
460;28-05-2023 5:40;28-05-2023 6:00;0:20;  Operaciones;;;;
461;28-05-2023 5:10;28-05-2023 5:20;0:10;  Operaciones;;;;
462;28-05-2023 2:00;28-05-2023 3:00;1:00;  Operaciones;;;;
463;27-05-2023 21:40;27-05-2023 22:00;0:20;  Operaciones;;;;
464;27-05-2023 21:00;27-05-2023 21:30;0:30;  Operaciones;;;;
465;27-05-2023 16:40;27-05-2023 17:40;1:00;  Operaciones;;;;
466;27-05-2023 14:30;27-05-2023 15:15;0:45;  Operaciones;;;;
467;27-05-2023 14:00;27-05-2023 14:20;0:20;  Operaciones;;;;
468;27-05-2023 13:00;27-05-2023 14:00;1:00;    Mecánica;;;;
469;27-05-2023 6:30;27-05-2023 6:50;0:20;  Operaciones;;;;
470;27-05-2023 4:00;27-05-2023 6:15;2:15;    Mecánica;;;;
471;27-05-2023 2:00;27-05-2023 3:40;1:40;    Mecánica;;;;
472;27-05-2023 0:10;27-05-2023 0:30;0:20;    Mecánica;;;;
473;26-05-2023 22:50;26-05-2023 23:40;0:50;    Mecánica;;;;
474;26-05-2023 22:00;26-05-2023 22:50;0:50;    Mecánica;;;;
475;26-05-2023 17:30;26-05-2023 18:30;1:00;  Operaciones;;;;
476;26-05-2023 16:00;26-05-2023 16:40;0:40;    Mecánica;;;;
477;26-05-2023 13:45;26-05-2023 14:00;0:15;  Operaciones;;;;
478;26-05-2023 13:00;26-05-2023 13:30;0:30;  Operaciones;;;;
479;26-05-2023 10:45;26-05-2023 11:05;0:20;    Electrocontrol;;;;
480;26-05-2023 9:25;26-05-2023 10:10;0:45;  Operaciones;;;;
481;26-05-2023 8:40;26-05-2023 9:00;0:20;  Operaciones;;;;
482;26-05-2023 6:50;26-05-2023 7:50;1:00;  Operaciones;;;;
483;26-05-2023 2:35;26-05-2023 6:50;4:15;    Mecánica;;;;
484;26-05-2023 1:30;26-05-2023 1:50;0:20;  Operaciones;;;;
485;26-05-2023 0:10;26-05-2023 0:30;0:20;  Operaciones;;;;
486;25-05-2023 22:35;25-05-2023 23:00;0:25;  Operaciones;;;;
487;25-05-2023 20:30;25-05-2023 21:20;0:50;    Mecánica;;;;
488;25-05-2023 18:30;25-05-2023 19:30;1:00;  Operaciones;;;;
489;25-05-2023 17:30;25-05-2023 18:05;0:35;  Operaciones;;;;
490;25-05-2023 13:30;25-05-2023 13:45;0:15;  Operaciones;;;;
491;25-05-2023 13:00;25-05-2023 13:15;0:15;  Operaciones;;;;
492;25-05-2023 11:00;25-05-2023 11:20;0:20;  Operaciones;;;;
493;25-05-2023 9:40;25-05-2023 10:40;1:00;  Operaciones;;;;
494;25-05-2023 8:20;25-05-2023 8:35;0:15;  Operaciones;;;;
495;25-05-2023 4:00;25-05-2023 4:15;0:15;  Operaciones;;;;
496;25-05-2023 1:00;25-05-2023 2:00;1:00;  Operaciones;;;;
497;24-05-2023 23:00;24-05-2023 23:59;0:59;  Operaciones;;;;
498;24-05-2023 21:40;24-05-2023 22:15;0:35;  Operaciones;;;;
499;24-05-2023 18:45;24-05-2023 19:20;0:35;  Operaciones;;;;
500;24-05-2023 17:00;24-05-2023 17:20;0:20;  Operaciones;;;;
501;24-05-2023 14:30;24-05-2023 14:50;0:20;  Operaciones;;;;
502;24-05-2023 12:15;24-05-2023 12:30;0:15;  Operaciones;;;;
503;24-05-2023 11:15;24-05-2023 12:15;1:00;  Operaciones;;;;
504;24-05-2023 10:10;24-05-2023 10:30;0:20;  Operaciones;;;;
505;24-05-2023 2:20;24-05-2023 3:40;1:20;  Operaciones;;;;
506;24-05-2023 0:55;24-05-2023 1:40;0:45;  Operaciones;;;;
507;24-05-2023 0:05;24-05-2023 0:20;0:15;  Operaciones;;;;
508;23-05-2023 22:00;23-05-2023 22:50;0:50;  Operaciones;;;;
509;23-05-2023 16:50;23-05-2023 17:50;1:00;  Operaciones;;;;
510;23-05-2023 12:40;23-05-2023 14:15;1:35;  Operaciones;;;;
511;23-05-2023 8:15;23-05-2023 8:45;0:30;  Operaciones;;;;
512;23-05-2023 4:50;23-05-2023 5:50;1:00;    Mecánica;;;;
513;23-05-2023 3:00;23-05-2023 4:00;1:00;  Operaciones;;;;
514;22-05-2023 22:10;22-05-2023 22:30;0:20;  Operaciones;;;;
515;22-05-2023 16:40;22-05-2023 17:40;1:00;    Electrocontrol;;;;
516;22-05-2023 16:00;22-05-2023 16:30;0:30;  Operaciones;;;;
517;22-05-2023 14:30;22-05-2023 14:50;0:20;  Operaciones;;;;
518;22-05-2023 12:55;22-05-2023 13:55;1:00;  Operaciones;;;;
519;22-05-2023 12:20;22-05-2023 12:55;0:35;  Operaciones;;;;
520;22-05-2023 10:00;22-05-2023 10:35;0:35;  Operaciones;;;;
521;22-05-2023 5:30;22-05-2023 5:50;0:20;  Operaciones;;;;
522;22-05-2023 2:00;22-05-2023 3:00;1:00;  Operaciones;;;;
523;21-05-2023 23:00;21-05-2023 23:20;0:20;  Operaciones;;;;
524;21-05-2023 21:40;21-05-2023 21:50;0:10;  Operaciones;;;;
525;21-05-2023 21:05;21-05-2023 21:25;0:20;  Operaciones;;;;
526;21-05-2023 17:55;21-05-2023 18:15;0:20;  Operaciones;;;;
527;21-05-2023 14:00;21-05-2023 15:00;1:00;  Operaciones;;;;
528;21-05-2023 11:30;21-05-2023 12:00;0:30;  Operaciones;;;;
529;21-05-2023 9:20;21-05-2023 9:45;0:25;  Operaciones;;;;
530;21-05-2023 5:10;21-05-2023 7:35;2:25;    Mecánica;;;;
531;21-05-2023 4:40;21-05-2023 4:50;0:10;    Electrocontrol;;;;
532;21-05-2023 3:10;21-05-2023 4:00;0:50;  Operaciones;;;;
533;21-05-2023 2:10;21-05-2023 3:10;1:00;  Operaciones;;;;
534;21-05-2023 0:45;21-05-2023 1:10;0:25;  Operaciones;;;;
535;20-05-2023 20:00;20-05-2023 20:30;0:30;  Operaciones;;;;
536;20-05-2023 16:00;20-05-2023 17:50;1:50;    Mecánica;;;;
537;20-05-2023 14:30;20-05-2023 16:00;1:30;    Mecánica;;;;
538;20-05-2023 8:00;20-05-2023 13:20;5:20;    Mecánica;;;;
539;20-05-2023 0:00;20-05-2023 7:59;7:59;    Mecánica;;;;
540;17-05-2023 0:00;17-05-2023 7:59;7:59;    Mecánica;;;;
541;15-05-2023 8:00;15-05-2023 15:59;7:59;    Mecánica;;;;
542;15-05-2023 0:00;15-05-2023 7:59;7:59;    Mecánica;;;;
543;14-05-2023 0:00;14-05-2023 7:59;7:59;    Mecánica;;;;
544;13-05-2023 0:00;13-05-2023 7:59;7:59;    Mecánica;;;;
545;12-05-2023 8:00;12-05-2023 15:59;7:59;    Mecánica;;;;
546;11-05-2023 19:00;11-05-2023 23:59;4:59;  Operaciones;;;;
547;11-05-2023 16:00;11-05-2023 19:00;3:00;  Operaciones;;;;
548;11-05-2023 8:00;11-05-2023 15:59;7:59;  Operaciones;;;;
549;11-05-2023 7:00;11-05-2023 7:30;0:30;  Operaciones;;;;
550;11-05-2023 0:00;11-05-2023 3:00;3:00;  Operaciones;;;;
551;10-05-2023 23:30;10-05-2023 23:59;0:29;    Mecánica;;;;
552;10-05-2023 23:00;10-05-2023 23:30;0:30;  Operaciones;;;;
553;10-05-2023 16:50;10-05-2023 17:50;1:00;  Operaciones;;;;
554;10-05-2023 15:00;10-05-2023 15:20;0:20;  Operaciones;;;;
555;10-05-2023 14:30;10-05-2023 15:00;0:30;  Operaciones;;;;
556;10-05-2023 8:40;10-05-2023 9:00;0:20;  Operaciones;;;;
557;10-05-2023 8:00;10-05-2023 8:40;0:40;    Electrocontrol;;;;
558;10-05-2023 7:00;10-05-2023 7:59;0:59;  Operaciones;;;;
559;10-05-2023 6:00;10-05-2023 7:00;1:00;  Operaciones;;;;
560;10-05-2023 4:40;10-05-2023 6:00;1:20;  Operaciones;;;;
561;10-05-2023 2:30;10-05-2023 3:00;0:30;  Operaciones;;;;
562;09-05-2023 22:00;09-05-2023 23:00;1:00;  Operaciones;;;;
563;09-05-2023 17:00;09-05-2023 17:20;0:20;    Mecánica;;;;
564;09-05-2023 14:10;09-05-2023 14:50;0:40;  Operaciones;;;;
565;09-05-2023 12:25;09-05-2023 13:25;1:00;    Electrocontrol;;;;
566;09-05-2023 11:25;09-05-2023 12:25;1:00;  Operaciones;;;;
567;09-05-2023 8:15;09-05-2023 8:25;0:10;  Operaciones;;;;
568;09-05-2023 6:40;09-05-2023 7:00;0:20;  Operaciones;;;;
569;09-05-2023 6:00;09-05-2023 6:20;0:20;  Operaciones;;;;
570;09-05-2023 5:30;09-05-2023 6:00;0:30;  Operaciones;;;;
571;09-05-2023 1:20;09-05-2023 2:20;1:00;  Operaciones;;;;
572;08-05-2023 21:40;08-05-2023 22:20;0:40;  Operaciones;;;;
573;08-05-2023 21:05;08-05-2023 21:15;0:10;  Operaciones;;;;
574;08-05-2023 20:00;08-05-2023 20:50;0:50;    Mecánica;;;;
575;08-05-2023 19:00;08-05-2023 19:20;0:20;  Operaciones;;;;
576;08-05-2023 14:45;08-05-2023 15:45;1:00;  Operaciones;;;;
577;08-05-2023 14:00;08-05-2023 14:15;0:15;  Operaciones;;;;
578;08-05-2023 11:40;08-05-2023 12:10;0:30;  Operaciones;;;;
579;08-05-2023 9:20;08-05-2023 10:00;0:40;    Mecánica;;;;
580;08-05-2023 9:20;08-05-2023 10:00;0:40;    Mecánica;;;;
581;08-05-2023 6:00;08-05-2023 6:40;0:40;    Mecánica;;;;
582;08-05-2023 5:40;08-05-2023 6:00;0:20;  Operaciones;;;;
583;08-05-2023 4:30;08-05-2023 5:30;1:00;  Operaciones;;;;
584;08-05-2023 3:20;08-05-2023 3:30;0:10;    Electrocontrol;;;;
585;07-05-2023 23:20;07-05-2023 23:20;0:00;  Operaciones;;;;
586;07-05-2023 23:00;07-05-2023 23:30;0:30;  Operaciones;;;;
587;07-05-2023 21:25;07-05-2023 22:25;1:00;  Operaciones;;;;
588;07-05-2023 19:15;07-05-2023 19:35;0:20;  Operaciones;;;;
589;07-05-2023 18:35;07-05-2023 19:00;0:25;  Operaciones;;;;
590;07-05-2023 16:35;07-05-2023 18:30;1:55;    Mecánica;;;;
591;07-05-2023 14:55;07-05-2023 15:50;0:55;    Electrocontrol;;;;
592;07-05-2023 12:20;07-05-2023 12:40;0:20;  Operaciones;;;;
593;07-05-2023 12:00;07-05-2023 12:15;0:15;  Operaciones;;;;
594;07-05-2023 11:25;07-05-2023 11:40;0:15;  Operaciones;;;;
595;07-05-2023 9:00;07-05-2023 10:00;1:00;  Operaciones;;;;
596;07-05-2023 8:15;07-05-2023 9:00;0:45;  Operaciones;;;;
597;07-05-2023 7:00;07-05-2023 7:59;0:59;  Operaciones;;;;
598;07-05-2023 6:40;07-05-2023 7:00;0:20;  Operaciones;;;;
599;07-05-2023 3:50;07-05-2023 4:00;0:10;  Operaciones;;;;
600;07-05-2023 1:30;07-05-2023 2:30;1:00;  Operaciones;;;;
601;06-05-2023 22:00;06-05-2023 22:30;0:30;  Operaciones;;;;
602;06-05-2023 20:40;06-05-2023 21:20;0:40;  Operaciones;;;;
603;06-05-2023 16:55;06-05-2023 19:10;2:15;    Mecánica;;;;
604;06-05-2023 14:30;06-05-2023 15:30;1:00;    Mecánica;;;;
605;06-05-2023 13:00;06-05-2023 13:25;0:25;  Operaciones;;;;
606;06-05-2023 11:40;06-05-2023 12:40;1:00;  Operaciones;;;;
607;06-05-2023 6:00;06-05-2023 6:20;0:20;  Operaciones;;;;
608;06-05-2023 3:00;06-05-2023 4:00;1:00;  Operaciones;;;;
609;05-05-2023 21:40;05-05-2023 22:00;0:20;  Operaciones;;;;
610;05-05-2023 19:00;05-05-2023 20:00;1:00;  Operaciones;;;;
611;05-05-2023 16:00;05-05-2023 16:20;0:20;  Operaciones;;;;
612;05-05-2023 14:30;05-05-2023 14:50;0:20;  Operaciones;;;;
613;05-05-2023 11:15;05-05-2023 12:00;0:45;    Mecánica;;;;
614;05-05-2023 10:00;05-05-2023 11:00;1:00;  Operaciones;;;;
615;05-05-2023 8:00;05-05-2023 11:15;3:15;    Mecánica;;;;
616;05-05-2023 7:00;05-05-2023 7:59;0:59;    Mecánica;;;;
617;05-05-2023 6:40;05-05-2023 7:00;0:20;    Mecánica;;;;
618;05-05-2023 6:20;05-05-2023 6:40;0:20;  Operaciones;;;;
619;05-05-2023 1:10;05-05-2023 2:10;1:00;  Operaciones;;;;
620;05-05-2023 0:30;05-05-2023 1:10;0:40;    Mecánica;;;;
621;04-05-2023 23:00;04-05-2023 23:50;0:50;    Mecánica;;;;
622;04-05-2023 20:40;04-05-2023 20:55;0:15;  Operaciones;;;;
623;04-05-2023 18:10;04-05-2023 18:25;0:15;  Operaciones;;;;
624;04-05-2023 16:00;04-05-2023 16:25;0:25;  Operaciones;;;;
625;04-05-2023 15:35;04-05-2023 15:59;0:24;  Operaciones;;;;
626;04-05-2023 14:00;04-05-2023 15:15;1:15;  Operaciones;;;;
627;04-05-2023 11:50;04-05-2023 12:05;0:15;  Operaciones;;;;
628;04-05-2023 11:10;04-05-2023 11:30;0:20;  Operaciones;;;;
629;04-05-2023 10:35;04-05-2023 10:45;0:10;    Mecánica;;;;
630;04-05-2023 5:35;04-05-2023 6:35;1:00;  Operaciones;;;;
631;04-05-2023 4:00;04-05-2023 4:20;0:20;  Operaciones;;;;
632;04-05-2023 3:00;04-05-2023 3:25;0:25;  Operaciones;;;;
633;04-05-2023 0:40;04-05-2023 1:15;0:35;  Operaciones;;;;
634;03-05-2023 23:00;03-05-2023 23:30;0:30;    Mecánica;;;;
635;03-05-2023 21:55;03-05-2023 22:45;0:50;    Electrocontrol;;;;
636;03-05-2023 18:30;03-05-2023 18:50;0:20;  Operaciones;;;;
637;03-05-2023 17:00;03-05-2023 18:00;1:00;  Operaciones;;;;
638;03-05-2023 15:45;03-05-2023 15:59;0:14;  Externa;;;;
639;03-05-2023 15:00;03-05-2023 15:20;0:20;  Operaciones;;;;
640;03-05-2023 13:00;03-05-2023 13:30;0:30;  Operaciones;;;;
641;03-05-2023 11:10;03-05-2023 12:45;1:35;  Operaciones;;;;
642;03-05-2023 9:20;03-05-2023 9:30;0:10;  Operaciones;;;;
643;03-05-2023 8:00;03-05-2023 8:50;0:50;  Operaciones;;;;
644;03-05-2023 7:35;03-05-2023 7:59;0:24;  Operaciones;;;;
645;03-05-2023 6:35;03-05-2023 7:15;0:40;  Operaciones;;;;
646;03-05-2023 6:15;03-05-2023 6:35;0:20;  Operaciones;;;;
647;03-05-2023 4:35;03-05-2023 5:00;0:25;  Operaciones;;;;
648;03-05-2023 0:00;03-05-2023 4:00;4:00;    Mecánica;;;;
649;02-05-2023 16:00;02-05-2023 23:59;7:59;    Mecánica;;;;
650;02-05-2023 14:55;02-05-2023 15:42;0:47;    Electrocontrol;;;;
651;02-05-2023 11:20;02-05-2023 12:20;1:00;  Operaciones;;;;
652;02-05-2023 9:27;02-05-2023 10:27;1:00;    Mecánica;;;;
653;02-05-2023 8:30;02-05-2023 8:45;0:15;  Operaciones;;;;
654;02-05-2023 5:50;02-05-2023 6:10;0:20;  Operaciones;;;;
655;02-05-2023 4:15;02-05-2023 5:15;1:00;  Operaciones;;;;
656;02-05-2023 3:35;02-05-2023 3:55;0:20;  Operaciones;;;;
657;02-05-2023 2:30;02-05-2023 3:00;0:30;  Operaciones;;;;
658;01-05-2023 22:30;01-05-2023 22:50;0:20;  Operaciones;;;;
659;01-05-2023 18:10;01-05-2023 19:10;1:00;  Operaciones;;;;
660;01-05-2023 14:45;01-05-2023 15:00;0:15;  Operaciones;;;;
661;01-05-2023 12:45;01-05-2023 13:10;0:25;  Operaciones;;;;
662;01-05-2023 11:20;01-05-2023 12:20;1:00;    Mecánica;;;;
663;01-05-2023 9:55;01-05-2023 11:20;1:25;    Electrocontrol;;;;
664;01-05-2023 8:30;01-05-2023 8:55;0:25;  Operaciones;;;;
665;01-05-2023 4:20;01-05-2023 5:20;1:00;  Operaciones;;;;
666;01-05-2023 3:20;01-05-2023 4:20;1:00;  Operaciones;;;;
667;01-05-2023 1:05;01-05-2023 1:35;0:30;  Operaciones;;;;
668;30-04-2023 22:30;30-04-2023 22:45;0:15;  Operaciones;;;;
669;30-04-2023 20:00;30-04-2023 20:15;0:15;  Operaciones;;;;
670;30-04-2023 18:30;30-04-2023 18:45;0:15;    Electrocontrol;;;;
671;30-04-2023 17:30;30-04-2023 18:30;1:00;  Operaciones;;;;
672;30-04-2023 16:20;30-04-2023 17:30;1:10;  Operaciones;;;;
673;30-04-2023 16:05;30-04-2023 16:20;0:15;    Electrocontrol;;;;
674;30-04-2023 8:00;30-04-2023 13:00;5:00;  Operaciones;;;;
675;30-04-2023 7:40;30-04-2023 8:00;0:20;  Operaciones;;;;
676;30-04-2023 7:10;30-04-2023 7:40;0:30;  Operaciones;;;;
677;30-04-2023 6:30;30-04-2023 7:00;0:30;  Operaciones;;;;
678;30-04-2023 4:45;30-04-2023 6:20;1:35;  Operaciones;;;;
679;30-04-2023 4:00;30-04-2023 4:25;0:25;  Operaciones;;;;
680;30-04-2023 3:40;30-04-2023 4:00;0:20;  Operaciones;;;;
681;30-04-2023 1:50;30-04-2023 2:50;1:00;  Operaciones;;;;
682;29-04-2023 23:00;29-04-2023 23:30;0:30;  Operaciones;;;;
683;29-04-2023 20:10;29-04-2023 20:20;0:10;  Operaciones;;;;
684;29-04-2023 19:40;29-04-2023 20:00;0:20;  Operaciones;;;;
685;29-04-2023 16:15;29-04-2023 16:30;0:15;  Operaciones;;;;
686;29-04-2023 15:40;29-04-2023 15:50;0:10;    Electrocontrol;;;;
687;29-04-2023 14:30;29-04-2023 15:30;1:00;  Operaciones;;;;
688;29-04-2023 13:20;29-04-2023 13:50;0:30;  Operaciones;;;;
689;29-04-2023 10:40;29-04-2023 11:10;0:30;  Operaciones;;;;
690;29-04-2023 9:00;29-04-2023 9:40;0:40;  Operaciones;;;;
691;29-04-2023 4:00;29-04-2023 5:00;1:00;  Operaciones;;;;
692;29-04-2023 3:00;29-04-2023 4:00;1:00;  Operaciones;;;;
693;29-04-2023 2:30;29-04-2023 2:50;0:20;  Operaciones;;;;
694;29-04-2023 1:00;29-04-2023 2:00;1:00;  Operaciones;;;;
695;28-04-2023 19:30;28-04-2023 20:30;1:00;  Operaciones;;;;
696;28-04-2023 17:30;28-04-2023 21:30;4:00;    Mecánica;;;;
697;28-04-2023 16:55;28-04-2023 17:20;0:25;  Operaciones;;;;
698;28-04-2023 16:00;28-04-2023 16:35;0:35;    Mecánica;;;;
699;28-04-2023 15:10;28-04-2023 15:59;0:49;    Mecánica;;;;
700;28-04-2023 12:00;28-04-2023 12:20;0:20;  Operaciones;;;;
701;28-04-2023 11:50;28-04-2023 12:00;0:10;  Operaciones;;;;
702;28-04-2023 9:50;28-04-2023 10:50;1:00;  Operaciones;;;;
703;28-04-2023 8:00;28-04-2023 8:30;0:30;  Operaciones;;;;
704;28-04-2023 5:40;28-04-2023 6:00;0:20;  Operaciones;;;;
