N°;Fecha Hora Inicio;Fecha Hora Termino;tfs;Modos de falla;Modos de falla;;;
1060;29-03-2023 0:45;29-03-2023 0:45;0:00;  Operaciones;;;;
1061;29-03-2023 0:00;29-03-2023 0:40;0:40;  Operaciones;;;;
1062;28-03-2023 21:30;28-03-2023 23:59;2:29;  Operaciones;;;;
1063;28-03-2023 20:20;28-03-2023 20:35;0:15;  Operaciones;;;;
1064;28-03-2023 20:00;28-03-2023 20:15;0:15;  Operaciones;;;;
1065;28-03-2023 18:55;28-03-2023 19:55;1:00;  Operaciones;;;;
1066;28-03-2023 13:10;28-03-2023 13:30;0:20;  Operaciones;;;;
1067;28-03-2023 12:30;28-03-2023 12:40;0:10;  Operaciones;;;;
1068;28-03-2023 11:30;28-03-2023 12:00;0:30;  Operaciones;;;;
1069;28-03-2023 10:40;28-03-2023 11:10;0:30;    Electrocontrol;;;;
1070;28-03-2023 9:40;28-03-2023 10:40;1:00;  Operaciones;;;;
1071;28-03-2023 7:15;28-03-2023 7:25;0:10;  Operaciones;;;;
1072;28-03-2023 5:00;28-03-2023 5:30;0:30;  Operaciones;;;;
1073;28-03-2023 3:01;28-03-2023 4:00;0:59;  Operaciones;;;;
1074;27-03-2023 21:10;27-03-2023 22:10;1:00;  Operaciones;;;;
1075;27-03-2023 20:10;27-03-2023 21:10;1:00;  Operaciones;;;;
1076;27-03-2023 18:10;27-03-2023 18:40;0:30;  Operaciones;;;;
1077;27-03-2023 14:40;27-03-2023 15:00;0:20;  Operaciones;;;;
1078;27-03-2023 14:15;27-03-2023 14:30;0:15;  Operaciones;;;;
1079;27-03-2023 10:55;27-03-2023 11:55;1:00;  Operaciones;;;;
1080;27-03-2023 5:15;27-03-2023 5:35;0:20;  Operaciones;;;;
1081;27-03-2023 4:50;27-03-2023 5:05;0:15;  Operaciones;;;;
1082;27-03-2023 3:40;27-03-2023 4:40;1:00;  Operaciones;;;;
1083;27-03-2023 3:10;27-03-2023 3:30;0:20;  Operaciones;;;;
1084;27-03-2023 0:36;27-03-2023 0:36;0:00;  Operaciones;;;;
1085;27-03-2023 0:36;27-03-2023 0:36;0:00;  Operaciones;;;;
1086;26-03-2023 22:30;26-03-2023 23:30;1:00;  Operaciones;;;;
1087;26-03-2023 18:00;26-03-2023 18:30;0:30;  Operaciones;;;;
1088;26-03-2023 13:25;26-03-2023 13:40;0:15;  Operaciones;;;;
1089;26-03-2023 12:50;26-03-2023 13:10;0:20;  Operaciones;;;;
1090;26-03-2023 11:15;26-03-2023 12:15;1:00;  Operaciones;;;;
1091;26-03-2023 11:00;26-03-2023 11:15;0:15;    Electrocontrol;;;;
1092;26-03-2023 9:45;26-03-2023 9:55;0:10;  Operaciones;;;;
1093;26-03-2023 8:00;26-03-2023 8:25;0:25;    Electrocontrol;;;;
1094;26-03-2023 4:00;26-03-2023 5:00;1:00;  Operaciones;;;;
1095;26-03-2023 2:30;26-03-2023 2:50;0:20;  Operaciones;;;;
1096;26-03-2023 0:10;26-03-2023 0:10;0:00;  Operaciones;;;;
1097;25-03-2023 22:00;25-03-2023 22:30;0:30;  Operaciones;;;;
1098;25-03-2023 21:15;25-03-2023 21:30;0:15;  Operaciones;;;;
1099;25-03-2023 17:30;25-03-2023 18:30;1:00;  Operaciones;;;;
1100;25-03-2023 16:00;25-03-2023 17:30;1:30;  Operaciones;;;;
1101;25-03-2023 12:20;25-03-2023 13:20;1:00;  Operaciones;;;;
1102;25-03-2023 8:00;25-03-2023 8:45;0:45;  Operaciones;;;;
1103;25-03-2023 6:00;25-03-2023 6:20;0:20;  Operaciones;;;;
1104;25-03-2023 5:00;25-03-2023 5:10;0:10;  Operaciones;;;;
1105;25-03-2023 4:28;25-03-2023 4:48;0:20;  Operaciones;;;;
1106;25-03-2023 3:05;25-03-2023 4:05;1:00;  Operaciones;;;;
1107;25-03-2023 2:35;25-03-2023 3:05;0:30;  Operaciones;;;;
1108;25-03-2023 2:00;25-03-2023 2:20;0:20;  Operaciones;;;;
1109;25-03-2023 0:30;25-03-2023 0:45;0:15;  Operaciones;;;;
1110;25-03-2023 0:00;25-03-2023 0:25;0:25;  Operaciones;;;;
1111;24-03-2023 22:15;24-03-2023 23:00;0:45;  Operaciones;;;;
1112;24-03-2023 19:20;24-03-2023 20:00;0:40;  Operaciones;;;;
1113;24-03-2023 19:00;24-03-2023 19:20;0:20;  Operaciones;;;;
1114;24-03-2023 17:40;24-03-2023 18:20;0:40;  Operaciones;;;;
1115;24-03-2023 16:35;24-03-2023 17:00;0:25;  Operaciones;;;;
1116;24-03-2023 14:30;24-03-2023 15:30;1:00;  Operaciones;;;;
1117;24-03-2023 13:00;24-03-2023 13:25;0:25;  Operaciones;;;;
1118;24-03-2023 10:30;24-03-2023 10:45;0:15;    Mecánica;;;;
1119;24-03-2023 9:40;24-03-2023 9:55;0:15;  Operaciones;;;;
1120;24-03-2023 8:35;24-03-2023 9:40;1:05;  Operaciones;;;;
1121;24-03-2023 7:00;24-03-2023 7:10;0:10;  Operaciones;;;;
1122;24-03-2023 5:10;24-03-2023 5:20;0:10;  Operaciones;;;;
1123;24-03-2023 3:40;24-03-2023 4:00;0:20;  Operaciones;;;;
1124;24-03-2023 2:30;24-03-2023 3:30;1:00;  Operaciones;;;;
1125;24-03-2023 1:30;24-03-2023 1:45;0:15;  Operaciones;;;;
1126;24-03-2023 0:20;24-03-2023 1:00;0:40;  Operaciones;;;;
1127;23-03-2023 22:00;23-03-2023 22:20;0:20;  Operaciones;;;;
1128;23-03-2023 21:25;23-03-2023 21:40;0:15;    Electrocontrol;;;;
1129;23-03-2023 20:00;23-03-2023 20:35;0:35;  Operaciones;;;;
1130;23-03-2023 16:30;23-03-2023 17:20;0:50;  Operaciones;;;;
1131;23-03-2023 14:40;23-03-2023 15:40;1:00;  Operaciones;;;;
1132;23-03-2023 13:40;23-03-2023 13:55;0:15;  Operaciones;;;;
1133;23-03-2023 8:30;23-03-2023 8:50;0:20;  Operaciones;;;;
1134;23-03-2023 5:10;23-03-2023 6:10;1:00;  Operaciones;;;;
1135;23-03-2023 4:00;23-03-2023 4:15;0:15;  Operaciones;;;;
1136;23-03-2023 3:35;23-03-2023 3:45;0:10;  Operaciones;;;;
1137;23-03-2023 3:00;23-03-2023 3:15;0:15;  Operaciones;;;;
1138;23-03-2023 0:00;23-03-2023 0:30;0:30;  Operaciones;;;;
1139;22-03-2023 22:55;22-03-2023 23:10;0:15;  Operaciones;;;;
1140;22-03-2023 22:00;22-03-2023 22:40;0:40;  Operaciones;;;;
1141;22-03-2023 20:40;22-03-2023 21:00;0:20;  Operaciones;;;;
1142;22-03-2023 19:00;22-03-2023 19:50;0:50;  Operaciones;;;;
1143;22-03-2023 17:40;22-03-2023 18:40;1:00;  Operaciones;;;;
1144;22-03-2023 17:00;22-03-2023 17:00;0:00;  Operaciones;;;;
1145;22-03-2023 16:25;22-03-2023 16:40;0:15;  Operaciones;;;;
1146;22-03-2023 16:00;22-03-2023 16:10;0:10;  Operaciones;;;;
1147;22-03-2023 14:00;22-03-2023 14:20;0:20;  Operaciones;;;;
1148;22-03-2023 12:50;22-03-2023 13:30;0:40;  Operaciones;;;;
1149;22-03-2023 10:10;22-03-2023 10:50;0:40;  Operaciones;;;;
1150;22-03-2023 9:25;22-03-2023 9:45;0:20;  Externa;;;;
1151;22-03-2023 8:00;22-03-2023 8:20;0:20;    Electrocontrol;;;;
1152;22-03-2023 5:50;22-03-2023 6:10;0:20;  Operaciones;;;;
1153;22-03-2023 4:15;22-03-2023 5:15;1:00;  Operaciones;;;;
1154;22-03-2023 3:00;22-03-2023 3:15;0:15;  Operaciones;;;;
1155;22-03-2023 1:30;22-03-2023 1:40;0:10;  Operaciones;;;;
1156;22-03-2023 0:35;22-03-2023 1:00;0:25;  Operaciones;;;;
1157;21-03-2023 21:55;21-03-2023 22:10;0:15;  Operaciones;;;;
1158;21-03-2023 20:45;21-03-2023 21:05;0:20;  Operaciones;;;;
1159;21-03-2023 20:20;21-03-2023 20:40;0:20;  Operaciones;;;;
1160;21-03-2023 19:00;21-03-2023 19:30;0:30;  Operaciones;;;;
1161;21-03-2023 17:45;21-03-2023 17:45;0:00;  Operaciones;;;;
1162;21-03-2023 17:30;21-03-2023 18:45;1:15;    Electrocontrol;;;;
1163;21-03-2023 16:30;21-03-2023 17:30;1:00;  Operaciones;;;;
1164;21-03-2023 16:00;21-03-2023 16:30;0:30;  Operaciones;;;;
1165;21-03-2023 15:20;21-03-2023 15:35;0:15;    Mecánica;;;;
1166;21-03-2023 11:20;21-03-2023 12:20;1:00;  Operaciones;;;;
1167;21-03-2023 10:40;21-03-2023 11:00;0:20;  Operaciones;;;;
1168;21-03-2023 10:00;21-03-2023 10:15;0:15;  Operaciones;;;;
1169;21-03-2023 9:00;21-03-2023 9:30;0:30;    Mecánica;;;;
1170;21-03-2023 6:15;21-03-2023 7:15;1:00;  Operaciones;;;;
1171;21-03-2023 5:45;21-03-2023 6:15;0:30;  Operaciones;;;;
1172;21-03-2023 5:20;21-03-2023 5:40;0:20;  Operaciones;;;;
1173;21-03-2023 3:40;21-03-2023 4:00;0:20;  Operaciones;;;;
1174;20-03-2023 21:50;20-03-2023 22:50;1:00;  Operaciones;;;;
1175;20-03-2023 19:20;20-03-2023 19:40;0:20;  Operaciones;;;;
1176;20-03-2023 18:20;20-03-2023 18:40;0:20;  Operaciones;;;;
1177;20-03-2023 16:00;20-03-2023 16:25;0:25;  Operaciones;;;;
1178;20-03-2023 15:00;20-03-2023 15:35;0:35;  Operaciones;;;;
1179;20-03-2023 12:10;20-03-2023 12:30;0:20;  Operaciones;;;;
1180;20-03-2023 12:00;20-03-2023 12:10;0:10;    Electrocontrol;;;;
1181;20-03-2023 11:00;20-03-2023 12:00;1:00;  Operaciones;;;;
1182;20-03-2023 9:40;20-03-2023 10:00;0:20;  Operaciones;;;;
1183;20-03-2023 8:00;20-03-2023 8:35;0:35;  Operaciones;;;;
1184;20-03-2023 4:30;20-03-2023 4:50;0:20;  Operaciones;;;;
1185;20-03-2023 2:05;20-03-2023 3:05;1:00;  Operaciones;;;;
1186;19-03-2023 22:50;19-03-2023 23:10;0:20;  Operaciones;;;;
1187;19-03-2023 20:50;19-03-2023 21:15;0:25;  Operaciones;;;;
1188;19-03-2023 19:40;19-03-2023 20:00;0:20;  Operaciones;;;;
1189;19-03-2023 18:30;19-03-2023 18:50;0:20;  Operaciones;;;;
1190;19-03-2023 16:00;19-03-2023 16:50;0:50;    Electrocontrol;;;;
1191;19-03-2023 14:45;19-03-2023 15:45;1:00;  Operaciones;;;;
1192;19-03-2023 12:20;19-03-2023 12:40;0:20;  Operaciones;;;;
1193;19-03-2023 11:35;19-03-2023 12:00;0:25;  Operaciones;;;;
1194;19-03-2023 11:00;19-03-2023 11:15;0:15;  Operaciones;;;;
1195;19-03-2023 9:00;19-03-2023 9:20;0:20;  Operaciones;;;;
1196;19-03-2023 6:00;19-03-2023 6:40;0:40;  Operaciones;;;;
1197;19-03-2023 4:00;19-03-2023 5:10;1:10;  Operaciones;;;;
1198;19-03-2023 2:30;19-03-2023 2:50;0:20;  Operaciones;;;;
1199;18-03-2023 22:20;18-03-2023 22:40;0:20;  Operaciones;;;;
1200;18-03-2023 20:50;18-03-2023 21:10;0:20;  Operaciones;;;;
1201;18-03-2023 19:40;18-03-2023 19:55;0:15;  Operaciones;;;;
1202;18-03-2023 19:00;18-03-2023 19:15;0:15;  Operaciones;;;;
1203;18-03-2023 19:00;18-03-2023 19:20;0:20;  Operaciones;;;;
1204;18-03-2023 17:45;18-03-2023 18:45;1:00;  Operaciones;;;;
1205;18-03-2023 16:00;18-03-2023 17:45;1:45;  Operaciones;;;;
1206;18-03-2023 14:00;18-03-2023 14:50;0:50;  Operaciones;;;;
1207;18-03-2023 12:20;18-03-2023 12:50;0:30;  Operaciones;;;;
1208;18-03-2023 10:30;18-03-2023 11:30;1:00;  Operaciones;;;;
1209;18-03-2023 8:00;18-03-2023 8:30;0:30;  Operaciones;;;;
1210;18-03-2023 6:30;18-03-2023 6:50;0:20;  Operaciones;;;;
1211;18-03-2023 5:40;18-03-2023 6:00;0:20;  Operaciones;;;;
1212;18-03-2023 4:05;18-03-2023 5:10;1:05;  Operaciones;;;;
1213;18-03-2023 0:00;18-03-2023 1:00;1:00;  Operaciones;;;;
1214;17-03-2023 22:20;17-03-2023 22:30;0:10;  Operaciones;;;;
1215;17-03-2023 20:10;17-03-2023 21:10;1:00;  Operaciones;;;;
1216;17-03-2023 18:50;17-03-2023 19:10;0:20;  Operaciones;;;;
1217;17-03-2023 10:45;17-03-2023 15:15;4:30;    Mecánica;;;;
1218;17-03-2023 9:40;17-03-2023 10:00;0:20;  Operaciones;;;;
1219;17-03-2023 8:25;17-03-2023 8:25;0:00;  Operaciones;;;;
1220;17-03-2023 4:50;17-03-2023 5:50;1:00;  Operaciones;;;;
1221;17-03-2023 4:10;17-03-2023 4:50;0:40;  Operaciones;;;;
1222;17-03-2023 3:30;17-03-2023 3:55;0:25;  Operaciones;;;;
1223;17-03-2023 2:50;17-03-2023 3:30;0:40;  Operaciones;;;;
1224;17-03-2023 2:10;17-03-2023 2:35;0:25;  Operaciones;;;;
1225;17-03-2023 1:40;17-03-2023 2:10;0:30;  Operaciones;;;;
1226;17-03-2023 0:15;17-03-2023 0:40;0:25;  Operaciones;;;;
1227;16-03-2023 22:45;16-03-2023 23:00;0:15;  Operaciones;;;;
1228;16-03-2023 21:25;16-03-2023 22:35;1:10;  Operaciones;;;;
1229;16-03-2023 20:50;16-03-2023 21:10;0:20;  Operaciones;;;;
1230;16-03-2023 19:10;16-03-2023 19:30;0:20;  Operaciones;;;;
1231;16-03-2023 18:30;16-03-2023 18:55;0:25;  Operaciones;;;;
1232;16-03-2023 13:50;16-03-2023 14:10;0:20;  Operaciones;;;;
1233;16-03-2023 12:05;16-03-2023 13:05;1:00;    Electrocontrol;;;;
1234;16-03-2023 11:05;16-03-2023 12:05;1:00;  Operaciones;;;;
1235;16-03-2023 8:30;16-03-2023 8:30;0:00;  Operaciones;;;;
1236;16-03-2023 8:30;16-03-2023 8:50;0:20;  Operaciones;;;;
1237;16-03-2023 6:30;16-03-2023 6:50;0:20;  Operaciones;;;;
1238;16-03-2023 2:45;16-03-2023 3:20;0:35;  Operaciones;;;;
1239;16-03-2023 2:35;16-03-2023 2:45;0:10;  Operaciones;;;;
1240;16-03-2023 1:50;16-03-2023 2:05;0:15;  Operaciones;;;;
1241;16-03-2023 1:30;16-03-2023 1:50;0:20;  Operaciones;;;;
1242;16-03-2023 0:10;16-03-2023 0:30;0:20;  Operaciones;;;;
1243;15-03-2023 22:40;15-03-2023 23:40;1:00;  Operaciones;;;;
1244;15-03-2023 22:20;15-03-2023 22:40;0:20;  Operaciones;;;;
1245;15-03-2023 17:40;15-03-2023 18:15;0:35;  Operaciones;;;;
1246;15-03-2023 15:10;15-03-2023 15:20;0:10;  Operaciones;;;;
1247;15-03-2023 14:20;15-03-2023 14:40;0:20;  Operaciones;;;;
1248;15-03-2023 11:20;15-03-2023 11:50;0:30;  Operaciones;;;;
1249;15-03-2023 10:20;15-03-2023 11:20;1:00;  Operaciones;;;;
1250;15-03-2023 9:50;15-03-2023 10:20;0:30;  Operaciones;;;;
1251;15-03-2023 8:05;15-03-2023 8:45;0:40;  Operaciones;;;;
1252;15-03-2023 3:30;15-03-2023 3:45;0:15;    Electrocontrol;;;;
1253;15-03-2023 2:30;15-03-2023 3:30;1:00;  Operaciones;;;;
1254;15-03-2023 2:25;15-03-2023 2:35;0:10;  Operaciones;;;;
1255;15-03-2023 1:45;15-03-2023 1:55;0:10;  Operaciones;;;;
1256;14-03-2023 22:40;14-03-2023 23:00;0:20;  Operaciones;;;;
1257;14-03-2023 22:15;14-03-2023 22:35;0:20;  Operaciones;;;;
1258;14-03-2023 20:15;14-03-2023 20:25;0:10;  Operaciones;;;;
1259;14-03-2023 18:35;14-03-2023 18:45;0:10;    Electrocontrol;;;;
1260;14-03-2023 16:00;14-03-2023 18:00;2:00;    Mecánica;;;;
1261;14-03-2023 14:35;14-03-2023 15:35;1:00;  Operaciones;;;;
1262;14-03-2023 13:55;14-03-2023 14:05;0:10;    Electrocontrol;;;;
1263;14-03-2023 13:20;14-03-2023 13:30;0:10;  Operaciones;;;;
1264;14-03-2023 12:00;14-03-2023 12:20;0:20;  Operaciones;;;;
1265;14-03-2023 5:00;14-03-2023 6:00;1:00;  Operaciones;;;;
1266;14-03-2023 3:50;14-03-2023 4:20;0:30;  Operaciones;;;;
1267;14-03-2023 2:50;14-03-2023 3:15;0:25;  Operaciones;;;;
1268;14-03-2023 1:40;14-03-2023 1:55;0:15;  Operaciones;;;;
1269;13-03-2023 22:25;13-03-2023 22:50;0:25;  Operaciones;;;;
1270;13-03-2023 21:40;13-03-2023 22:00;0:20;  Operaciones;;;;
1271;13-03-2023 19:55;13-03-2023 20:55;1:00;  Operaciones;;;;
1272;13-03-2023 17:35;13-03-2023 17:55;0:20;    Electrocontrol;;;;
1273;13-03-2023 17:15;13-03-2023 17:35;0:20;  Operaciones;;;;
1274;13-03-2023 14:20;13-03-2023 14:35;0:15;  Operaciones;;;;
1275;13-03-2023 14:10;13-03-2023 14:25;0:15;  Operaciones;;;;
1276;13-03-2023 13:10;13-03-2023 13:30;0:20;  Operaciones;;;;
1277;13-03-2023 12:15;13-03-2023 13:15;1:00;  Operaciones;;;;
1278;13-03-2023 11:30;13-03-2023 11:40;0:10;  Operaciones;;;;
1279;13-03-2023 11:00;13-03-2023 11:25;0:25;  Operaciones;;;;
1280;13-03-2023 8:00;13-03-2023 8:25;0:25;  Operaciones;;;;
1281;13-03-2023 6:00;13-03-2023 6:30;0:30;  Operaciones;;;;
1282;13-03-2023 3:50;13-03-2023 4:20;0:30;  Operaciones;;;;
1283;13-03-2023 2:40;13-03-2023 3:00;0:20;    Electrocontrol;;;;
1284;13-03-2023 1:40;13-03-2023 2:40;1:00;  Operaciones;;;;
1285;12-03-2023 20:30;12-03-2023 20:50;0:20;  Operaciones;;;;
1286;12-03-2023 19:40;12-03-2023 20:30;0:50;    Mecánica;;;;
1287;12-03-2023 16:00;12-03-2023 19:15;3:15;    Mecánica;;;;
1288;12-03-2023 8:30;12-03-2023 14:45;6:15;    Mecánica;;;;
1289;12-03-2023 8:10;12-03-2023 8:30;0:20;  Operaciones;;;;
1290;12-03-2023 6:50;12-03-2023 7:20;0:30;  Operaciones;;;;
1291;12-03-2023 4:20;12-03-2023 5:20;1:00;  Operaciones;;;;
1292;12-03-2023 4:00;12-03-2023 4:20;0:20;  Operaciones;;;;
1293;12-03-2023 2:00;12-03-2023 2:30;0:30;  Operaciones;;;;
1294;12-03-2023 0:50;12-03-2023 1:05;0:15;  Operaciones;;;;
1295;11-03-2023 19:40;11-03-2023 20:40;1:00;  Operaciones;;;;
1296;11-03-2023 18:30;11-03-2023 18:55;0:25;  Operaciones;;;;
1297;11-03-2023 18:10;11-03-2023 18:30;0:20;  Operaciones;;;;
1298;11-03-2023 14:35;11-03-2023 14:55;0:20;  Operaciones;;;;
1299;11-03-2023 11:50;11-03-2023 12:50;1:00;  Operaciones;;;;
1300;11-03-2023 11:30;11-03-2023 11:50;0:20;  Operaciones;;;;
1301;11-03-2023 11:10;11-03-2023 11:30;0:20;  Operaciones;;;;
1302;11-03-2023 8:30;11-03-2023 8:40;0:10;  Operaciones;;;;
1303;11-03-2023 6:00;11-03-2023 7:00;1:00;  Operaciones;;;;
1304;11-03-2023 4:20;11-03-2023 4:50;0:30;  Operaciones;;;;
1305;11-03-2023 3:30;11-03-2023 3:50;0:20;  Operaciones;;;;
1306;11-03-2023 1:00;11-03-2023 2:00;1:00;  Operaciones;;;;
1307;10-03-2023 22:00;10-03-2023 22:20;0:20;  Operaciones;;;;
1308;10-03-2023 21:40;10-03-2023 22:00;0:20;  Operaciones;;;;
1309;10-03-2023 20:05;10-03-2023 20:30;0:25;  Operaciones;;;;
1310;10-03-2023 19:15;10-03-2023 19:50;0:35;  Operaciones;;;;
1311;10-03-2023 18:50;10-03-2023 19:10;0:20;  Operaciones;;;;
1312;10-03-2023 17:00;10-03-2023 18:00;1:00;    Mecánica;;;;
1313;10-03-2023 14:45;10-03-2023 15:15;0:30;  Operaciones;;;;
1314;10-03-2023 14:00;10-03-2023 14:20;0:20;  Operaciones;;;;
1315;10-03-2023 12:20;10-03-2023 13:20;1:00;    Mecánica;;;;
1316;10-03-2023 11:20;10-03-2023 12:20;1:00;  Operaciones;;;;
1317;10-03-2023 10:45;10-03-2023 11:20;0:35;  Operaciones;;;;
1318;10-03-2023 8:15;10-03-2023 8:45;0:30;    Electrocontrol;;;;
1319;10-03-2023 6:40;10-03-2023 7:10;0:30;  Operaciones;;;;
1320;10-03-2023 6:20;10-03-2023 6:40;0:20;  Operaciones;;;;
1321;10-03-2023 1:45;10-03-2023 2:45;1:00;  Operaciones;;;;
1322;09-03-2023 21:40;09-03-2023 22:00;0:20;  Operaciones;;;;
1323;09-03-2023 16:00;09-03-2023 20:00;4:00;    Mecánica;;;;
1324;09-03-2023 14:00;09-03-2023 15:59;1:59;  Externa;;;;
1325;09-03-2023 8:00;09-03-2023 14:00;6:00;    Mecánica;;;;
1326;09-03-2023 0:00;09-03-2023 7:59;7:59;    Mecánica;;;;
1327;08-03-2023 21:40;08-03-2023 21:50;0:10;  Operaciones;;;;
1328;08-03-2023 19:20;08-03-2023 20:20;1:00;  Operaciones;;;;
1329;08-03-2023 18:10;08-03-2023 18:50;0:40;  Operaciones;;;;
1330;08-03-2023 17:45;08-03-2023 18:00;0:15;  Operaciones;;;;
1331;08-03-2023 16:45;08-03-2023 17:10;0:25;  Operaciones;;;;
1332;08-03-2023 15:10;08-03-2023 15:20;0:10;  Operaciones;;;;
1333;08-03-2023 13:50;08-03-2023 14:00;0:10;  Operaciones;;;;
1334;08-03-2023 12:15;08-03-2023 12:30;0:15;  Operaciones;;;;
1335;08-03-2023 8:45;08-03-2023 9:45;1:00;  Operaciones;;;;
1336;08-03-2023 7:30;08-03-2023 7:50;0:20;  Operaciones;;;;
1337;08-03-2023 4:15;08-03-2023 4:25;0:10;  Operaciones;;;;
1338;08-03-2023 3:15;08-03-2023 3:30;0:15;  Operaciones;;;;
1339;08-03-2023 1:30;08-03-2023 2:10;0:40;  Operaciones;;;;
1340;08-03-2023 0:20;08-03-2023 0:35;0:15;  Operaciones;;;;
1341;07-03-2023 22:40;07-03-2023 23:05;0:25;    Mecánica;;;;
1342;07-03-2023 21:25;07-03-2023 22:25;1:00;  Operaciones;;;;
1343;07-03-2023 19:45;07-03-2023 20:10;0:25;  Operaciones;;;;
1344;07-03-2023 16:30;07-03-2023 17:00;0:30;  Operaciones;;;;
1345;07-03-2023 14:00;07-03-2023 14:38;0:38;    Electrocontrol;;;;
1346;07-03-2023 12:50;07-03-2023 13:50;1:00;  Operaciones;;;;
1347;07-03-2023 10:45;07-03-2023 10:55;0:10;    Electrocontrol;;;;
1348;07-03-2023 9:05;07-03-2023 9:20;0:15;  Operaciones;;;;
1349;07-03-2023 8:35;07-03-2023 8:45;0:10;  Operaciones;;;;
1350;07-03-2023 7:00;07-03-2023 7:20;0:20;  Operaciones;;;;
1351;07-03-2023 2:30;07-03-2023 3:30;1:00;  Operaciones;;;;
1352;07-03-2023 1:40;07-03-2023 1:50;0:10;  Operaciones;;;;
1353;07-03-2023 1:00;07-03-2023 1:15;0:15;    Electrocontrol;;;;
1354;06-03-2023 22:00;06-03-2023 22:25;0:25;  Operaciones;;;;
1355;06-03-2023 16:45;06-03-2023 17:45;1:00;  Operaciones;;;;
1356;06-03-2023 16:00;06-03-2023 16:45;0:45;  Operaciones;;;;
1357;06-03-2023 13:25;06-03-2023 13:45;0:20;  Operaciones;;;;
1358;06-03-2023 13:10;06-03-2023 13:25;0:15;  Operaciones;;;;
1359;06-03-2023 11:50;06-03-2023 12:10;0:20;  Operaciones;;;;
1360;06-03-2023 9:00;06-03-2023 9:25;0:25;  Operaciones;;;;
1361;06-03-2023 6:40;06-03-2023 7:00;0:20;  Operaciones;;;;
1362;06-03-2023 5:30;06-03-2023 6:30;1:00;  Operaciones;;;;
1363;06-03-2023 0:00;06-03-2023 0:10;0:10;  Operaciones;;;;
1364;05-03-2023 19:50;05-03-2023 20:05;0:15;    Mecánica;;;;
1365;05-03-2023 18:50;05-03-2023 19:50;1:00;  Operaciones;;;;
1366;05-03-2023 16:15;05-03-2023 16:40;0:25;  Operaciones;;;;
1367;05-03-2023 11:30;05-03-2023 12:30;1:00;  Operaciones;;;;
1368;05-03-2023 10:45;05-03-2023 11:00;0:15;  Operaciones;;;;
1369;05-03-2023 10:00;05-03-2023 10:30;0:30;  Operaciones;;;;
1370;05-03-2023 4:10;05-03-2023 4:35;0:25;  Operaciones;;;;
1371;05-03-2023 3:00;05-03-2023 4:00;1:00;  Operaciones;;;;
1372;04-03-2023 14:40;04-03-2023 15:10;0:30;  Operaciones;;;;
1373;04-03-2023 13:35;04-03-2023 14:25;0:50;  Operaciones;;;;
1374;04-03-2023 12:20;04-03-2023 12:30;0:10;  Operaciones;;;;
1375;04-03-2023 10:30;04-03-2023 10:40;0:10;    Electrocontrol;;;;
1376;04-03-2023 8:00;04-03-2023 9:00;1:00;  Operaciones;;;;
1377;04-03-2023 7:30;04-03-2023 7:59;0:29;  Operaciones;;;;
1378;04-03-2023 6:45;04-03-2023 7:20;0:35;    Mecánica;;;;
1379;04-03-2023 5:35;04-03-2023 6:35;1:00;  Operaciones;;;;
1380;04-03-2023 4:40;04-03-2023 4:55;0:15;  Operaciones;;;;
1381;04-03-2023 4:00;04-03-2023 4:20;0:20;  Operaciones;;;;
1382;03-03-2023 21:40;03-03-2023 22:00;0:20;  Operaciones;;;;
1383;03-03-2023 19:20;03-03-2023 20:20;1:00;  Operaciones;;;;
1384;03-03-2023 17:00;03-03-2023 19:20;2:20;  Operaciones;;;;
1385;03-03-2023 11:10;03-03-2023 12:10;1:00;  Operaciones;;;;
1386;03-03-2023 10:10;03-03-2023 10:30;0:20;  Operaciones;;;;
1387;03-03-2023 9:50;03-03-2023 10:00;0:10;  Operaciones;;;;
1388;03-03-2023 1:35;03-03-2023 2:35;1:00;  Operaciones;;;;
1389;02-03-2023 19:30;02-03-2023 20:10;0:40;  Operaciones;;;;
1390;02-03-2023 19:05;02-03-2023 19:20;0:15;  Operaciones;;;;
1391;02-03-2023 18:10;02-03-2023 18:30;0:20;  Operaciones;;;;
1392;02-03-2023 16:00;02-03-2023 17:40;1:40;    Mecánica;;;;
1393;02-03-2023 15:00;02-03-2023 15:30;0:30;  Operaciones;;;;
1394;02-03-2023 12:21;02-03-2023 13:00;0:39;  Operaciones;;;;
1395;02-03-2023 9:00;02-03-2023 12:20;3:20;  Operaciones;;;;
1396;02-03-2023 5:10;02-03-2023 5:30;0:20;  Operaciones;;;;
1397;02-03-2023 4:40;02-03-2023 5:00;0:20;  Operaciones;;;;
1398;02-03-2023 3:00;02-03-2023 3:25;0:25;  Operaciones;;;;
1399;02-03-2023 1:45;02-03-2023 2:45;1:00;  Operaciones;;;;
1400;01-03-2023 23:00;01-03-2023 23:20;0:20;  Operaciones;;;;
1401;01-03-2023 22:10;01-03-2023 22:40;0:30;  Operaciones;;;;
1402;01-03-2023 19:50;01-03-2023 20:20;0:30;  Operaciones;;;;
1403;01-03-2023 18:00;01-03-2023 18:25;0:25;  Operaciones;;;;
1404;01-03-2023 16:30;01-03-2023 17:00;0:30;  Operaciones;;;;
1405;01-03-2023 14:16;01-03-2023 15:00;0:44;    Electrocontrol;;;;
1406;01-03-2023 12:25;01-03-2023 14:15;1:50;    Mecánica;;;;
